timestamp,title,categories,assets,sentiment,reasoning,analysis_source
2026-03-18 22:58:50,Tracfone now offers 5G Home Internet for as little as $39/month — here's the deal,,Not identified,,v2 deterministic ingestion | relevance=15 | flag=unknown,news_agent_v2
2026-03-18 22:58:50,"Live: Chance of RBA interest rate hike in May drops to 40pc, ASX likely to rise",,Not identified,,v2 deterministic ingestion | relevance=15 | flag=unknown,news_agent_v2
2026-03-18 22:58:50,Manufacturing is quietly having its best stretch in years,,Not identified,,v2 deterministic ingestion | relevance=15 | flag=unknown,news_agent_v2
2026-03-18 22:58:50,Forget CBA shares! Buy these ASX dividend shares instead for passive income,,Not identified,,v2 deterministic ingestion | relevance=15 | flag=unknown,news_agent_v2
2026-03-18 22:58:50,Iran continues intense attacks on Middle East neighbors after Israel says it ‘eliminated’ 2 of its top officials,"Geopolitics, Energy Supply, AI Boom","Oil, Gold, Defense Stocks, SP500, USD, Natural Gas, Utility Stocks, Renewable Energy Companies, Nasdaq, Nvidia",Oil:+0.45; Gold:+0.35; Defense Stocks:+0.45; SP500:-0.85; USD:+0.05; Natural Gas:+0.25; Utility Stocks:+0.05; Renewable Energy Companies:-0.05; Nasdaq:+0.15; Nvidia:+0.55,v2 deterministic ingestion | relevance=95 | flag=known,news_agent_v2
2026-03-18 22:58:50,The Salalah Port Attack: Alienating Oman and dooming the Resistance Axis,Geopolitics,"Oil, Gold, Defense Stocks, SP500, USD",Oil:+0.70; Gold:+0.60; Defense Stocks:+0.70; SP500:-0.60; USD:+0.30,v2 deterministic ingestion | relevance=35 | flag=known,news_agent_v2
2026-03-18 22:58:50,This OLED laptop with 24 GB RAM might be best sub-$1000 Windows laptop currently on market,"Geopolitics, AI Boom","Oil, Gold, Defense Stocks, SP500, USD, Nasdaq, Nvidia",Oil:+0.95; Gold:+0.85; Defense Stocks:+0.95; SP500:-0.35; USD:+0.55; Nasdaq:+0.65; Nvidia:+1.00,v2 deterministic ingestion | relevance=75 | flag=known,news_agent_v2
2026-03-18 22:58:50,Stocks Edge Up Despite Rise in Oil Prices,"Geopolitics, Energy Supply, AI Boom","Oil, Gold, Defense Stocks, SP500, USD, Natural Gas, Utility Stocks, Renewable Energy Companies, Nasdaq, Nvidia",Oil:+0.95; Gold:+0.85; Defense Stocks:+0.95; SP500:-0.35; USD:+0.55; Natural Gas:+0.75; Utility Stocks:+0.55; Renewable Energy Companies:+0.45; Nasdaq:+0.65; Nvidia:+1.00,v2 deterministic ingestion | relevance=95 | flag=known,news_agent_v2
2026-03-18 22:58:50,The FBI Warns Americans To Avoid Scanning These QR Codes,"Geopolitics, Inflation","Oil, Gold, Defense Stocks, SP500, USD, US10Y",Oil:+0.70; Gold:+0.60; Defense Stocks:+0.70; SP500:-0.30; USD:+0.30; US10Y:+0.40,v2 deterministic ingestion | relevance=75 | flag=known,news_agent_v2
2026-03-18 22:58:50,Making the U.S. More Resilient to Oil Price Shocks,Energy Supply,"Oil, Natural Gas, Utility Stocks, Renewable Energy Companies",Oil:+0.45; Natural Gas:+0.25; Utility Stocks:+0.05; Renewable Energy Companies:-0.05,v2 deterministic ingestion | relevance=55 | flag=known,news_agent_v2
2026-03-18 22:58:50,Canadian dollar’s resilience at risk as central bankers meet,Inflation,"Gold, US10Y, USD, SP500",Gold:+0.30; US10Y:+0.40; USD:+0.20; SP500:-0.30,v2 deterministic ingestion | relevance=35 | flag=known,news_agent_v2
2026-03-18 22:58:50,"DJO announces summer 2026 tour, Forest Hills show. Get tickets today",,Not identified,,v2 deterministic ingestion | relevance=15 | flag=unknown,news_agent_v2
2026-03-18 22:58:50,INVESTOR ALERT: Pomerantz Law Firm Reminds Investors with Losses on their Investment in Paysafe Limited of Class Action Lawsuit and Upcoming Deadlines – PSFE,AI Boom,"Nasdaq, Nvidia",Nasdaq:+0.65; Nvidia:+1.00,v2 deterministic ingestion | relevance=35 | flag=known,news_agent_v2
2026-03-18 22:58:50,"Here’s what happens next for Kouri Richins, the black widow children’s book author",,Not identified,,v2 deterministic ingestion | relevance=15 | flag=unknown,news_agent_v2
2026-03-18 22:58:50,Fintech’s A.I. Adoption Race: Innovation Outpacing Institutional Readiness,,Not identified,,v2 deterministic ingestion | relevance=15 | flag=unknown,news_agent_v2
2026-03-18 22:58:50,Save $75 on this 40V Greenworks cordless electric combo kit with a 12-inch string trimmer + 390 CFM blower at $125,,Not identified,,v2 deterministic ingestion | relevance=15 | flag=unknown,news_agent_v2
2026-03-18 22:58:50,"Senate begins debating Trump-backed SAVE America Act, but it's unlikely to pass",,Not identified,,v2 deterministic ingestion | relevance=15 | flag=unknown,news_agent_v2
2026-03-18 22:58:50,3 benefits of a mortgage interest rate lock to know now,,Not identified,,v2 deterministic ingestion | relevance=15 | flag=unknown,news_agent_v2
2026-03-18 22:58:50,Waterstone Financial Raises Quarterly Cash Dividend by 13.3%,AI Boom,"Nasdaq, Nvidia",Nasdaq:+0.40; Nvidia:+0.80,v2 deterministic ingestion | relevance=35 | flag=known,news_agent_v2
2026-03-18 22:58:50,Commentary: Beware the long reach of the Iran war in Asia’s food systems,Geopolitics,"Oil, Gold, Defense Stocks, SP500, USD",Oil:+0.70; Gold:+0.60; Defense Stocks:+0.70; SP500:-0.60; USD:+0.30,v2 deterministic ingestion | relevance=55 | flag=known,news_agent_v2
2026-03-18 22:58:50,Samsung could swap its own Galaxy displays for cheaper alternatives,,Not identified,,v2 deterministic ingestion | relevance=15 | flag=unknown,news_agent_v2
2026-03-18 22:58:50,Meta's Next Headset Will Reportedly Have 2.5K Micro-OLED Displays,,Not identified,,v2 deterministic ingestion | relevance=15 | flag=unknown,news_agent_v2
2026-03-18 22:58:50,Trump names Australia in outburst over lack of ally support in Iran,"Geopolitics, Inflation, AI Boom","Oil, Gold, Defense Stocks, SP500, USD, US10Y, Nasdaq, Nvidia",Oil:+0.95; Gold:+0.85; Defense Stocks:+0.95; SP500:-0.05; USD:+0.55; US10Y:+0.65; Nasdaq:+0.65; Nvidia:+1.00,v2 deterministic ingestion | relevance=95 | flag=known,news_agent_v2
2026-03-18 22:58:50,Japan snack maker halts potato chip production due to Middle East tensions,"Geopolitics, Energy Supply, AI Boom","Oil, Gold, Defense Stocks, SP500, USD, Natural Gas, Utility Stocks, Renewable Energy Companies, Nasdaq, Nvidia",Oil:+0.70; Gold:+0.60; Defense Stocks:+0.70; SP500:-0.60; USD:+0.30; Natural Gas:+0.50; Utility Stocks:+0.30; Renewable Energy Companies:+0.20; Nasdaq:+0.40; Nvidia:+0.80,v2 deterministic ingestion | relevance=95 | flag=known,news_agent_v2
2026-03-18 22:58:50,Asia pivots to coal as Middle East conflict chokes LNG supply,"Geopolitics, Energy Supply","Oil, Gold, Defense Stocks, SP500, USD, Natural Gas, Utility Stocks, Renewable Energy Companies",Oil:+0.95; Gold:+0.85; Defense Stocks:+0.95; SP500:-0.35; USD:+0.55; Natural Gas:+0.75; Utility Stocks:+0.55; Renewable Energy Companies:+0.45,v2 deterministic ingestion | relevance=75 | flag=known,news_agent_v2
2026-03-18 22:58:50,"GlassWorm malware hits 400+ code repos on GitHub, npm, VSCode, OpenVSX","Geopolitics, AI Boom","Oil, Gold, Defense Stocks, SP500, USD, Nasdaq, Nvidia",Oil:+0.70; Gold:+0.60; Defense Stocks:+0.70; SP500:-0.60; USD:+0.30; Nasdaq:+0.40; Nvidia:+0.80,v2 deterministic ingestion | relevance=75 | flag=known,news_agent_v2
2026-03-18 22:58:50,Zelenskyy and Starmer urge continuing support for Ukraine against Russia as Iran war steals focus,"Geopolitics, AI Boom","Oil, Gold, Defense Stocks, SP500, USD, Nasdaq, Nvidia",Oil:+0.95; Gold:+0.85; Defense Stocks:+0.95; SP500:-0.35; USD:+0.55; Nasdaq:+0.65; Nvidia:+1.00,v2 deterministic ingestion | relevance=75 | flag=known,news_agent_v2
2026-03-18 22:58:50,Gran Tierra Energy Inc. Announces Strategic Partnership with Ecopetrol for The Development of Fields in the Middle Magdalena Valley Adjacent to Gran Tierra’s Largest Producing Field,Energy Supply,"Oil, Natural Gas, Utility Stocks, Renewable Energy Companies",Oil:+0.70; Natural Gas:+0.50; Utility Stocks:+0.30; Renewable Energy Companies:+0.20,v2 deterministic ingestion | relevance=35 | flag=known,news_agent_v2
2026-03-18 22:58:50,Jensen Huang says Nvidia has received orders from China and is 'restarting our manufacturing',"Geopolitics, AI Boom","Oil, Gold, Defense Stocks, SP500, USD, Nasdaq, Nvidia",Oil:+0.70; Gold:+0.60; Defense Stocks:+0.70; SP500:-0.60; USD:+0.30; Nasdaq:+0.40; Nvidia:+0.80,v2 deterministic ingestion | relevance=75 | flag=known,news_agent_v2
2026-03-18 22:58:50,Deep Sea Minerals Corp. Clarifies Disclosure at the Request of the BCSC,,Not identified,,v2 deterministic ingestion | relevance=15 | flag=unknown,news_agent_v2
2026-03-18 22:58:50,Deep Sea Minerals Corp. Clarifies Disclosure at the Request of the BCSC,,Not identified,,v2 deterministic ingestion | relevance=15 | flag=unknown,news_agent_v2
2026-03-18 22:58:50,Coherent Demonstrates InP Technology Innovation With a Broad Range of Products,Inflation,"Gold, US10Y, USD, SP500",Gold:+0.30; US10Y:+0.40; USD:+0.20; SP500:-0.30,v2 deterministic ingestion | relevance=35 | flag=known,news_agent_v2
2026-03-18 22:58:50,Trump faces coalition of the unwilling on Iran,Geopolitics,"Oil, Gold, Defense Stocks, SP500, USD",Oil:+0.70; Gold:+0.60; Defense Stocks:+0.70; SP500:-0.60; USD:+0.30,v2 deterministic ingestion | relevance=55 | flag=known,news_agent_v2
2026-03-18 22:58:50,US drivers see gas prices jump to their highest level since 2023 as the Iran war drags on,"Geopolitics, Energy Supply","Oil, Gold, Defense Stocks, SP500, USD, Natural Gas, Utility Stocks, Renewable Energy Companies",Oil:+0.70; Gold:+0.60; Defense Stocks:+0.70; SP500:-0.60; USD:+0.30; Natural Gas:+0.50; Utility Stocks:+0.30; Renewable Energy Companies:+0.20,v2 deterministic ingestion | relevance=75 | flag=known,news_agent_v2
2026-03-18 22:58:50,Russian Oil Poised To Flood World Markets As Trump Admin Lifts Sanctions,"Geopolitics, Energy Supply","Oil, Gold, Defense Stocks, SP500, USD, Natural Gas, Utility Stocks, Renewable Energy Companies",Oil:+0.70; Gold:+0.60; Defense Stocks:+0.70; SP500:-0.60; USD:+0.30; Natural Gas:+0.50; Utility Stocks:+0.30; Renewable Energy Companies:+0.20,v2 deterministic ingestion | relevance=75 | flag=known,news_agent_v2
2026-03-18 22:58:50,Higher oil costs set to spike prices well beyond the fuel pump,"Geopolitics, Energy Supply, Agricultural Commodities","Oil, Gold, Defense Stocks, SP500, USD, Natural Gas, Utility Stocks, Renewable Energy Companies, Wheat, Corn, Food Producers",Oil:+0.70; Gold:+0.60; Defense Stocks:+0.70; SP500:-0.60; USD:+0.30; Natural Gas:+0.50; Utility Stocks:+0.30; Renewable Energy Companies:+0.20; Wheat:+0.60; Corn:+0.50; Food Producers:-0.20,v2 deterministic ingestion | relevance=95 | flag=known,news_agent_v2
2026-03-18 22:58:50,Mountain Province Diamonds Extends Maturity on Credit Facility and Provides Update on Cash Call Arrears,AI Boom,"Nasdaq, Nvidia",Nasdaq:+0.40; Nvidia:+0.80,v2 deterministic ingestion | relevance=35 | flag=known,news_agent_v2
2026-03-18 22:58:50,"Rubio says Cuba needs ‘new people in charge’ as blackouts, unrest grip island",Geopolitics,"Oil, Gold, Defense Stocks, SP500, USD",Oil:+0.45; Gold:+0.35; Defense Stocks:+0.45; SP500:-0.85; USD:+0.05,v2 deterministic ingestion | relevance=35 | flag=known,news_agent_v2
2026-03-18 22:58:50,Deployment of marines raises specter of ground troops...,AI Boom,"Nasdaq, Nvidia",Nasdaq:+0.40; Nvidia:+0.80,v2 deterministic ingestion | relevance=35 | flag=known,news_agent_v2
2026-03-18 22:58:50,DOGE Cuts Slashed Staff That Handled Middle Eastern Oil and Gas Crises...,"Geopolitics, Energy Supply","Oil, Gold, Defense Stocks, SP500, USD, Natural Gas, Utility Stocks, Renewable Energy Companies",Oil:+0.45; Gold:+0.35; Defense Stocks:+0.45; SP500:-0.85; USD:+0.05; Natural Gas:+0.25; Utility Stocks:+0.05; Renewable Energy Companies:-0.05,v2 deterministic ingestion | relevance=75 | flag=known,news_agent_v2
2026-03-18 22:58:50,5 Missions That Almost Ruined Great Games,AI Boom,"Nasdaq, Nvidia",Nasdaq:+0.40; Nvidia:+0.80,v2 deterministic ingestion | relevance=35 | flag=known,news_agent_v2
2026-03-18 22:58:50,‘Old’ Financial System Needs Upgrade With ‘10x Better’ Blockchain,AI Boom,"Nasdaq, Nvidia",Nasdaq:+0.40; Nvidia:+0.80,v2 deterministic ingestion | relevance=35 | flag=known,news_agent_v2
2026-03-18 22:58:50,agent-bom 0.71.2,"Geopolitics, AI Boom","Oil, Gold, Defense Stocks, SP500, USD, Nasdaq, Nvidia",Oil:+0.70; Gold:+0.60; Defense Stocks:+0.70; SP500:-0.60; USD:+0.30; Nasdaq:+0.40; Nvidia:+0.80,v2 deterministic ingestion | relevance=55 | flag=known,news_agent_v2
2026-03-18 22:58:50,Oil prices rise over 3% again – Brent above $103 amid strait crisis,"Energy Supply, AI Boom","Oil, Natural Gas, Utility Stocks, Renewable Energy Companies, Nasdaq, Nvidia",Oil:+0.45; Natural Gas:+0.25; Utility Stocks:+0.05; Renewable Energy Companies:-0.05; Nasdaq:+0.15; Nvidia:+0.55,v2 deterministic ingestion | relevance=75 | flag=known,news_agent_v2
2026-03-18 22:58:50,What killing of top Iranian leader Ali Larijani could mean for war,Geopolitics,"Oil, Gold, Defense Stocks, SP500, USD",Oil:+0.70; Gold:+0.60; Defense Stocks:+0.70; SP500:-0.60; USD:+0.30,v2 deterministic ingestion | relevance=55 | flag=known,news_agent_v2
2026-03-18 22:58:50,Why Iranian-Americans are cheering the war — and thanking Trump,Geopolitics,"Oil, Gold, Defense Stocks, SP500, USD",Oil:+0.70; Gold:+0.60; Defense Stocks:+0.70; SP500:-0.60; USD:+0.30,v2 deterministic ingestion | relevance=55 | flag=known,news_agent_v2
2026-03-18 22:58:50,"White House, after top counterterrorism official quits, says Trump had 'strong' evidence Iran would attack US","Geopolitics, AI Boom","Oil, Gold, Defense Stocks, SP500, USD, Nasdaq, Nvidia",Oil:+0.95; Gold:+0.85; Defense Stocks:+0.95; SP500:-0.35; USD:+0.55; Nasdaq:+0.65; Nvidia:+1.00,v2 deterministic ingestion | relevance=55 | flag=known,news_agent_v2
2026-03-18 22:58:50,Echoes of Cyrus Vance in Joe Kent's resignation over the Iran war,"Geopolitics, AI Boom","Oil, Gold, Defense Stocks, SP500, USD, Nasdaq, Nvidia",Oil:+0.70; Gold:+0.60; Defense Stocks:+0.70; SP500:-0.60; USD:+0.30; Nasdaq:+0.40; Nvidia:+0.80,v2 deterministic ingestion | relevance=75 | flag=known,news_agent_v2
2026-03-18 22:58:50,Brain Implants Let Paralyzed People Type With Thought Alone—Nearly as Fast as Smartphone Users,AI Boom,"Nasdaq, Nvidia",Nasdaq:+0.40; Nvidia:+0.80,v2 deterministic ingestion | relevance=35 | flag=known,news_agent_v2
2026-03-18 22:58:50,"Three-Time Trump Voter Goes Off About Gas Prices and ‘Worthless Pile of Sh*t’ Trump: ‘Apparently, I’m An Idiot!’",Energy Supply,"Oil, Natural Gas, Utility Stocks, Renewable Energy Companies",Oil:+0.70; Natural Gas:+0.50; Utility Stocks:+0.30; Renewable Energy Companies:+0.20,v2 deterministic ingestion | relevance=35 | flag=known,news_agent_v2
2026-03-18 22:58:50,"From the frontline: ""When can we go home?"" Inside Lebanon's makeshift shelters",,Not identified,,v2 deterministic ingestion | relevance=15 | flag=unknown,news_agent_v2
2026-03-18 22:58:50,Tulsi Gabbard Issues Statement In Wake Of Joe Kent’s Resignation,Geopolitics,"Oil, Gold, Defense Stocks, SP500, USD",Oil:+0.70; Gold:+0.60; Defense Stocks:+0.70; SP500:-0.60; USD:+0.30,v2 deterministic ingestion | relevance=35 | flag=known,news_agent_v2
2026-03-18 22:58:50,Paul Atreides faces the cost of his holy war in Dune: Part 3 teaser,Geopolitics,"Oil, Gold, Defense Stocks, SP500, USD",Oil:+0.70; Gold:+0.60; Defense Stocks:+0.70; SP500:-0.60; USD:+0.30,v2 deterministic ingestion | relevance=55 | flag=known,news_agent_v2
2026-03-18 22:58:50,Israel says it killed Iranian security chief Ali Larijani in air strike - BBC,"Geopolitics, AI Boom","Oil, Gold, Defense Stocks, SP500, USD, Nasdaq, Nvidia",Oil:+0.70; Gold:+0.60; Defense Stocks:+0.70; SP500:-0.60; USD:+0.30; Nasdaq:+0.40; Nvidia:+0.80,v2 deterministic ingestion | relevance=75 | flag=known,news_agent_v2
2026-03-18 22:58:50,Trump trapped in state of 'arrested development' — and it's starting to cost him: analyst,"Geopolitics, Energy Supply, AI Boom","Oil, Gold, Defense Stocks, SP500, USD, Natural Gas, Utility Stocks, Renewable Energy Companies, Nasdaq, Nvidia",Oil:+0.70; Gold:+0.60; Defense Stocks:+0.70; SP500:-0.60; USD:+0.30; Natural Gas:+0.50; Utility Stocks:+0.30; Renewable Energy Companies:+0.20; Nasdaq:+0.40; Nvidia:+0.80,v2 deterministic ingestion | relevance=95 | flag=known,news_agent_v2
2026-03-18 22:58:50,Newt Gingrich posted about using nukes to create Strait of Hormuz alternative,"Inflation, AI Boom","Gold, US10Y, USD, SP500, Nasdaq, Nvidia",Gold:+0.30; US10Y:+0.40; USD:+0.20; SP500:-0.30; Nasdaq:+0.40; Nvidia:+0.80,v2 deterministic ingestion | relevance=55 | flag=known,news_agent_v2
2026-03-18 22:58:50,DHS keeps paying Coast Guard personnel despite partial government shutdown,"Geopolitics, AI Boom","Oil, Gold, Defense Stocks, SP500, USD, Nasdaq, Nvidia",Oil:+0.70; Gold:+0.60; Defense Stocks:+0.70; SP500:-0.60; USD:+0.30; Nasdaq:+0.40; Nvidia:+0.80,v2 deterministic ingestion | relevance=55 | flag=known,news_agent_v2
2026-03-18 22:58:50,'Deeply Alarming:' Sen. Cotton Reacts to Google AI Bias Revealed by 'CODE RED' Author,AI Boom,"Nasdaq, Nvidia",Nasdaq:+0.40; Nvidia:+0.80,v2 deterministic ingestion | relevance=35 | flag=known,news_agent_v2
2026-03-18 22:58:50,Ukraine's Zelensky throws shade at Trump for easing oil sanctions on Russia,"Geopolitics, Energy Supply, AI Boom","Oil, Gold, Defense Stocks, SP500, USD, Natural Gas, Utility Stocks, Renewable Energy Companies, Nasdaq, Nvidia",Oil:+0.70; Gold:+0.60; Defense Stocks:+0.70; SP500:-0.60; USD:+0.30; Natural Gas:+0.50; Utility Stocks:+0.30; Renewable Energy Companies:+0.20; Nasdaq:+0.40; Nvidia:+0.80,v2 deterministic ingestion | relevance=95 | flag=known,news_agent_v2
2026-03-18 22:58:50,Ousted Hegseth aide resurfaces in intel role as Iran war sparks internal strain (Fox News),"Geopolitics, AI Boom","Oil, Gold, Defense Stocks, SP500, USD, Nasdaq, Nvidia",Oil:+0.70; Gold:+0.60; Defense Stocks:+0.70; SP500:-0.60; USD:+0.30; Nasdaq:+0.40; Nvidia:+0.80,v2 deterministic ingestion | relevance=75 | flag=known,news_agent_v2
2026-03-18 22:58:50,"Rebuffed by allies, Trump now says U.S. doesn't need help defending the Strait of Hormuz","Geopolitics, Inflation, Energy Supply, AI Boom","Oil, Gold, Defense Stocks, SP500, USD, US10Y, Natural Gas, Utility Stocks, Renewable Energy Companies, Nasdaq, Nvidia",Oil:+0.45; Gold:+0.35; Defense Stocks:+0.45; SP500:-0.55; USD:+0.05; US10Y:+0.15; Natural Gas:+0.25; Utility Stocks:+0.05; Renewable Energy Companies:-0.05; Nasdaq:+0.15; Nvidia:+0.55,v2 deterministic ingestion | relevance=95 | flag=known,news_agent_v2
2026-03-18 22:58:50,Lawmakers unflinching in DHS shutdown fight that could drag on for weeks as airport lines and travel anxieties grow,"Geopolitics, AI Boom","Oil, Gold, Defense Stocks, SP500, USD, Nasdaq, Nvidia",Oil:+0.70; Gold:+0.60; Defense Stocks:+0.70; SP500:-0.60; USD:+0.30; Nasdaq:+0.40; Nvidia:+0.80,v2 deterministic ingestion | relevance=55 | flag=known,news_agent_v2
2026-03-18 22:58:50,Iran confirms death of security chief Larijani,Geopolitics,"Oil, Gold, Defense Stocks, SP500, USD",Oil:+0.70; Gold:+0.60; Defense Stocks:+0.70; SP500:-0.60; USD:+0.30,v2 deterministic ingestion | relevance=35 | flag=known,news_agent_v2
2026-03-18 22:58:50,Sam Kerr lifts Australia past China 2-1 and into Women’s Asian Cup final,Geopolitics,"Oil, Gold, Defense Stocks, SP500, USD",Oil:+0.70; Gold:+0.60; Defense Stocks:+0.70; SP500:-0.60; USD:+0.30,v2 deterministic ingestion | relevance=35 | flag=known,news_agent_v2
2026-03-18 22:58:50,"Mexico prepared to host Iran World Cup games, says president","Geopolitics, AI Boom","Oil, Gold, Defense Stocks, SP500, USD, Nasdaq, Nvidia",Oil:+0.70; Gold:+0.60; Defense Stocks:+0.70; SP500:-0.60; USD:+0.30; Nasdaq:+0.40; Nvidia:+0.80,v2 deterministic ingestion | relevance=55 | flag=known,news_agent_v2
2026-03-18 22:58:50,Japan set for tactical change to counter South Korea in Asian Cup semifinal,AI Boom,"Nasdaq, Nvidia",Nasdaq:+0.65; Nvidia:+1.00,v2 deterministic ingestion | relevance=35 | flag=known,news_agent_v2
2026-03-18 22:58:50,Phoenix Energy Reports Q4 and Full-Year 2025 Financial Results with Record Revenue and EBITDA,Energy Supply,"Oil, Natural Gas, Utility Stocks, Renewable Energy Companies",Oil:+0.95; Natural Gas:+0.75; Utility Stocks:+0.55; Renewable Energy Companies:+0.45,v2 deterministic ingestion | relevance=35 | flag=known,news_agent_v2
2026-03-18 22:58:50,Rimini Street Announces Participation in the ROTH Capital Partners 38th Annual Investor Conference,"Geopolitics, Energy Supply, AI Boom","Oil, Gold, Defense Stocks, SP500, USD, Natural Gas, Utility Stocks, Renewable Energy Companies, Nasdaq, Nvidia",Oil:+0.95; Gold:+0.85; Defense Stocks:+0.95; SP500:-0.35; USD:+0.55; Natural Gas:+0.75; Utility Stocks:+0.55; Renewable Energy Companies:+0.45; Nasdaq:+0.65; Nvidia:+1.00,v2 deterministic ingestion | relevance=95 | flag=known,news_agent_v2
2026-03-18 22:58:50,Japan land prices up for 5th straight year amid modest economic recovery,AI Boom,"Nasdaq, Nvidia",Nasdaq:+0.40; Nvidia:+0.80,v2 deterministic ingestion | relevance=35 | flag=known,news_agent_v2
2026-03-18 22:58:50,Rubio calls for new Cuban leaders as latest blackout underscores deepening economic crisis,"Geopolitics, Energy Supply, AI Boom","Oil, Gold, Defense Stocks, SP500, USD, Natural Gas, Utility Stocks, Renewable Energy Companies, Nasdaq, Nvidia",Oil:+0.45; Gold:+0.35; Defense Stocks:+0.45; SP500:-0.85; USD:+0.05; Natural Gas:+0.25; Utility Stocks:+0.05; Renewable Energy Companies:-0.05; Nasdaq:+0.15; Nvidia:+0.55,v2 deterministic ingestion | relevance=95 | flag=known,news_agent_v2
2026-03-18 22:58:50,Iran rejects de-escalation offers; Israel says it kills Iranian security chief,"Geopolitics, AI Boom","Oil, Gold, Defense Stocks, SP500, USD, Nasdaq, Nvidia",Oil:+0.70; Gold:+0.60; Defense Stocks:+0.70; SP500:-0.60; USD:+0.30; Nasdaq:+0.40; Nvidia:+0.80,v2 deterministic ingestion | relevance=75 | flag=known,news_agent_v2
2026-03-18 22:58:50,China's Solar Systems Aid Boosts Cuban Health Centers,"Geopolitics, Energy Supply, AI Boom","Oil, Gold, Defense Stocks, SP500, USD, Natural Gas, Utility Stocks, Renewable Energy Companies, Nasdaq, Nvidia",Oil:+0.45; Gold:+0.35; Defense Stocks:+0.45; SP500:-0.85; USD:+0.05; Natural Gas:+0.25; Utility Stocks:+0.05; Renewable Energy Companies:-0.05; Nasdaq:+0.15; Nvidia:+0.55,v2 deterministic ingestion | relevance=75 | flag=known,news_agent_v2
2026-03-18 22:58:50,Takaichi eyes cooperation on U.S. missile defense at summit with Trump,"AI Boom, Precious & Strategic Metals","Nasdaq, Nvidia, Gold, Copper, Mining Stocks",Nasdaq:+0.40; Nvidia:+0.80; Gold:+0.60; Copper:+0.50; Mining Stocks:+0.50,v2 deterministic ingestion | relevance=55 | flag=known,news_agent_v2
2026-03-18 22:58:50,New economic projections signal a tricky Federal Reserve path - Axios,"Geopolitics, Inflation, AI Boom","Oil, Gold, Defense Stocks, SP500, USD, US10Y, Nasdaq, Nvidia",Oil:+0.45; Gold:+0.35; Defense Stocks:+0.45; SP500:-0.55; USD:+0.05; US10Y:+0.15; Nasdaq:+0.15; Nvidia:+0.55,v2 deterministic ingestion | relevance=95 | flag=known,news_agent_v2
2026-03-18 22:58:50,March Madness wagering to tip off just 2 months after federal gambling charges,Inflation,"Gold, US10Y, USD, SP500",Gold:+0.55; US10Y:+0.65; USD:+0.45; SP500:-0.05,v2 deterministic ingestion | relevance=55 | flag=known,news_agent_v2
